分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
zbs-metad,,（5 主节点集群或双活集群）持续同时 kill -15 两个 ZBS Metad Follower 所在的主节点上的 zbs-metad 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-metad,不可中断的睡眠状态（D 状态）,ZBS Metad Leader 所在的主节点上 zbs-metad 进程进入 D 状态,,P1,Pending,,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程进入 D 状态,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时进入 D 状态,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时进入 D 状态,,P2,Pending,,,,,
zbs-metad,进程挂起（SIGSTOP）,ZBS Metad Leader 所在的主节点上 zbs-metad 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,Y,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
zbs-metad,僵尸进程（Z 状态）,ZBS Metad Leader 所在的主节点上 zbs-metad 进程进入 Z 状态,,P1,Pending,,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程进入 Z 状态,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时进入 Z 状态,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时进入 Z 状态,,P2,Pending,,,,,
zbs-metad,进程卡死不响应,ZBS Metad Leader 所在的主节点上 zbs-metad 进程卡死不响应,,P0,Pending,,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程卡死不响应,,P1,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时卡死不响应,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程同时卡死不响应,,P2,Pending,,,,,
zbs-metad,服务异常,任意一个主节点上 zbs-metad 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
zbs-metad,,ZBS Metad Leader 所在的主节点上 zbs-metad 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-metad.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 服务处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-metad,,任意一个主节点上 zbs-metad 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 zbs-metad 服务同时处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 zbs-metad 服务同时处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-metad,,一个存储节点或双活集群的仲裁节点上 zbs-metad 服务处于运行状态,systemctl start zbs-metad.service,P3,Plan to Automate,,,,,
zbs-metad,CPU 资源消耗高（随机持续时间）,ZBS Metad Leader 所在的主节点上 zbs-metad 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上同时 zbs-metad 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上同时 zbs-metad 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-metad,内存资源消耗高（随机持续时间）,ZBS Metad Leader 所在的主节点上 zbs-metad 进程的内存消耗消耗处于高水位,,P1,Pending,,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 zbs-metad 进程的内存消耗消耗处于高水位,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上同时 zbs-metad 进程的内存消耗消耗处于高水位,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上同时 zbs-metad 进程的内存消耗消耗处于高水位,,P2,Pending,,,,,
zbs-metad,切主,zbs-metad 发生一次切主,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,Y
zbs-metad,,zbs-metad 频繁切主，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
zbs-metad,数据误删除,ZBS Metad Leader 所在的主节点上 LevelDB 的数据被误删除,删除 /var/lib/zbs/metad/db 目录下的所有数据,P1,Plan to Automate,,,Y,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据被误删除,,P1,Plan to Automate,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据同时被误删除,,P2,Plan to Automate,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据同时被误删除,,P2,Plan to Automate,,,,,
zbs-metad,数据文件只读,ZBS Metad Leader 所在的主节点上 LevelDB 的数据文件只读,/var/lib/zbs/metad/db 目录只读,P2,Pending,,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据文件只读,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据文件同时只读,,P2,Pending,,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据文件同时只读,,P2,Pending,,,,,
zbs-metad,存储空间耗尽,ZBS Metad Leader 所在的主节点上 LevelDB 的数据文件目录所在的文件系统存储空间耗尽,/var/lib/zbs/metad/db 目录所在的文件系统写满,P1,Automated,testcases.fault.node.file_system.fault_consume_file_system_space,,,,
zbs-metad,,一个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据文件目录所在的文件系统存储空间耗尽,,P1,Automated,testcases.fault.node.file_system.fault_consume_file_system_space,,,,
zbs-metad,,（5 主节点集群或双活集群）ZBS Metad Leader 所在的主节点和一个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据文件目录所在的文件系统同时存储空间耗尽,,P2,Automated,testcases.fault.node.file_system.fault_consume_file_system_space,,,,
zbs-metad,,（5 主节点集群或双活集群）两个 ZBS Metad Follower 所在的主节点上 LevelDB 的数据文件目录所在的文件系统同时存储空间耗尽,,P2,Automated,testcases.fault.node.file_system.fault_consume_file_system_space,,,,
zbs-chunkd,kill -9,一个主节点上 kill -9 zbs-chunkd 进程,kill -9 <pid>,P0,Automated,testcases.fault.node.service.fault_sigkill_process,,Y,,
zbs-chunkd,,持续 kill -9 一个主节点上的 zbs-chunkd 进程，持续 5～60 分钟,,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-chunkd,,一个存储节点上 kill -9 zbs-chunkd 进程,,P0,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-chunkd,,持续 kill -9 一个存储节点上的 zbs-chunkd 进程，持续 5～60 分钟,,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-chunkd,,（3 副本集群）任意两个节点上同时 kill -9 zbs-chunkd 进程,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-chunkd,,（3 副本集群）持续 kill -9 任意两个节点上的 zbs-chunkd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-chunkd,kill -15,一个主节点上 kill -15 zbs-chunkd 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-chunkd,,持续 kill -15 一个主节点上的 zbs-chunkd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-chunkd,,一个存储节点上 kill -15 zbs-chunkd 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,Y,,
zbs-chunkd,,持续 kill -15 一个存储节点上的 zbs-chunkd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-chunkd,,（3 副本集群）任意两个节点上同时 kill -15 zbs-chunkd 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-chunkd,,（3 副本集群）持续 kill -15 任意两个节点上的 zbs-chunkd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-chunkd,不可中断的睡眠状态（D 状态）,一个主节点上 zbs-chunkd 进程进入 D 状态,,P1,Pending,,,,,
zbs-chunkd,,一个存储节点上 zbs-chunkd 进程进入 D 状态,,P1,Pending,,,,,
zbs-chunkd,进程挂起（SIGSTOP）,一个主节点上 zbs-chunkd 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,Y,,
zbs-chunkd,,一个存储节点上 zbs-chunkd 进程挂起（kill -19）,,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
zbs-chunkd,僵尸进程（Z 状态）,一个主节点上 zbs-chunkd 进程进入 Z 状态,,P1,Pending,,,,,
zbs-chunkd,,一个存储节点上 zbs-chunkd 进程进入 Z 状态,,P1,Pending,,,,,
zbs-chunkd,进程卡死不响应,一个主节点上 zbs-chunkd 进程卡死不响应,,P0,Pending,,,,,
zbs-chunkd,,一个存储节点上 zbs-chunkd 进程卡死不响应,,P0,Pending,,,,,
zbs-chunkd,服务异常,任意一个节点上 zbs-chunkd 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
zbs-chunkd,,一个主节点上 zbs-chunkd 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-chunkd.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-chunkd,,一个存储节点上 zbs-chunkd 服务处于停止状态，持续 5～60 分钟,,P1,Automated,testcases.fault.node.service.fault_service_outage,,Y,,
zbs-chunkd,,任意一个节点上 zbs-chunkd 服务持续重启，间隔随机时间,,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-chunkd,,双活集群的仲裁节点上 zbs-chunkd 服务处于运行状态,systemctl start zbs-chunkd.service,P3,Plan to Automate,,,,,
zbs-chunkd,,（3 副本集群）任意两个节点上 zbs-chunkd 服务处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-chunkd,CPU 资源消耗高（随机持续时间）,一个主节点上 zbs-chunk 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-chunkd,,一个存储节点上 zbs-chunk 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-chunkd,,（3 副本集群）任意两个节点上 zbs-chunk 进程的 CPU 资源消耗同时处于高水位,,P2,Pending,,,,,
zbs-chunkd,内存资源消耗高（随机持续时间）,一个主节点上 zbs-chunk 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-chunkd,,一个存储节点上 zbs-chunk 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-chunkd,,（3 副本集群）任意两个节点上 zbs-chunk 进程的内存资源消耗同时处于高水位,,P2,Pending,,,,,
zbs-rest-server,kill -9,任意一个节点上 kill -9 zbs-rest-server 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 zbs-rest-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 zbs-rest-server 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 zbs-rest-server 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 zbs-rest-server 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 zbs-rest-server 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 zbs-rest-server 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 zbs-rest-server 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 zbs-rest-server 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 zbs-rest-server 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-rest-server.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 zbs-rest-server 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 zbs-rest-server 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 zbs-rest-server 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-taskd,kill -9,Task Leader 所在的节点上 kill -9 zbs-taskd 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-taskd,,持续 kill -9 Task Leader 所在的节点上的 zbs-taskd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 kill -9 zbs-taskd 进程,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-taskd,,持续 kill -9 一个 Task Follower 所在的节点上的 zbs-taskd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
zbs-taskd,kill -15,Task Leader 所在的节点上 kill -15 zbs-taskd 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,Y,,
zbs-taskd,,持续 kill -15 Task Leader 所在的节点上的 zbs-taskd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 kill -15 zbs-taskd 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-taskd,,持续 kill -15 一个 Task Follower 所在的节点上的 zbs-taskd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
zbs-taskd,不可中断的睡眠状态（D 状态）,Task Leader 所在的节点上 zbs-taskd 进程进入 D 状态,,P1,Pending,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 进程进入 D 状态,,P2,Pending,,,,,
zbs-taskd,进程挂起（SIGSTOP）,Task Leader 所在的节点上 zbs-taskd 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,Y,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
zbs-taskd,僵尸进程（Z 状态）,Task Leader 所在的节点上 zbs-taskd 进程进入 Z 状态,,P1,Pending,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 进程进入 Z 状态,,P2,Pending,,,,,
zbs-taskd,进程卡死不响应,Task Leader 所在的节点上 zbs-taskd 进程卡死不响应,,P1,Pending,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 进程卡死不响应,,P2,Pending,,,,,
zbs-taskd,服务异常,任意一个节点上 zbs-taskd 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
zbs-taskd,,Task Leader 所在的节点上 zbs-taskd 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-taskd.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 服务处于停止状态，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-taskd,,任意一个节点上 zbs-taskd 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
zbs-taskd,,双活集群的仲裁节点上 zbs-taskd 服务处于运行状态,systemctl start zbs-taskd.service,P3,Plan to Automate,,,,,
zbs-taskd,切主,zbs-taskd 发生一次切主,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
zbs-taskd,,zbs-taskd 频繁切主，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
zbs-taskd,数据误删除,Task Leader 所在的节点上 LevelDB 的数据被误删除,删除 /var/lib/zbs/taskd/db 目录下的所有数据,P1,Plan to Automate,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 LevelDB 的数据被误删除,,P1,Plan to Automate,,,,,
zbs-taskd,数据文件只读,Task Leader 所在的节点上 LevelDB 的数据文件只读,/var/lib/zbs/taskd/db 目录只读,P2,Pending,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 LevelDB 的数据文件只读,,P2,Pending,,,,,
zbs-taskd,存储空间耗尽,Task Leader 所在的节点上 LevelDB 的数据文件目录所在的文件系统存储空间耗尽,/var/lib/zbs/taskd/db 目录所在的文件系统写满,P1,Automated,testcases.fault.node.file_system.fault_consume_file_system_space,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 LevelDB 的数据文件目录所在的文件系统存储空间耗尽,,P1,Automated,testcases.fault.node.file_system.fault_consume_file_system_space,,,,
zbs-taskd,CPU 资源消耗高（随机持续时间）,Task Leader 所在的节点上 zbs-taskd 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-taskd,内存资源消耗高（随机持续时间）,Task Leader 所在的节点上 zbs-taskd 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-taskd,,一个 Task Follower 所在的节点上 zbs-taskd 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
zbs-iscsi-redirectord,kill -9,任意一个节点上 kill -9 zbs-iscsi-redirectord 进程,kill -9 <pid>,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 zbs-iscsi-redirectord 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 zbs-iscsi-redirectord 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 zbs-iscsi-redirectord 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 zbs-iscsi-redirectord 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 zbs-iscsi-redirectord 进程挂起（kill -19）,kill -SIGSTOP <pid>,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 zbs-iscsi-redirectord 进程进入 Z 状态,,P2,Pending,,,,,
,进程卡死不响应,任意一个节点上 zbs-iscsi-redirectord 进程卡死不响应,,P2,Pending,,,,,
,服务异常,任意一个节点上 zbs-iscsi-redirectord 服务发生重启,,P2,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 zbs-iscsi-redirectord 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-iscsi-redirectord.service,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 zbs-iscsi-redirectord 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 zbs-iscsi-redirectord 服务处于运行状态,systemctl start zbs-iscsi-redirectord.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 zbs-iscsi-redirectord 进程的 CPU 资源消耗持续处于高水位,,P2,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 zbs-iscsi-redirectord 进程的内存资源消耗持续处于高水位,,P2,Pending,,,,,
"zbs-aurorad
（Boost 模式下工作）
（与 zbs-chunkd 互斥）",kill -9,任意一个节点上 kill -9 zbs-aurorad 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 zbs-aurorad 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 zbs-aurorad 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 zbs-aurorad 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 zbs-aurorad 进程进入 D 状态,,P1,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 zbs-aurorad 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 zbs-aurorad 进程进入 Z 状态,,P1,Pending,,,,,
,进程卡死不响应,任意一个节点上 zbs-aurorad 进程卡死不响应,,P1,Pending,,,,,
,服务异常,任意一个节点上 zbs-chunkd 服务和 zbs-aurorad 服务同时处于停止状态，持续 5～60 分钟,systemctl stop zbs-aurora-monitord.service,P1,Plan to Automate,,,,,
,,任意一个节点上 zbs-chunkd 服务和 zbs-aurorad 服务同时处于运行状态,systemctl start zbs-aurora-monitord.service,P3,Plan to Automate,,,,,
,,双活集群的仲裁节点上 zbs-aurorad 服务处于运行状态,,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 zbs-aurorad 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 zbs-aurorad 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-aurora-monitord,kill -9,任意一个节点上 kill -9 zbs-aurora-monitord 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 任意一个节点上的 zbs-aurora-monitord 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,任意一个节点上 kill -15 zbs-aurora-monitord 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 任意一个节点上的 zbs-aurora-monitord 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,任意一个节点上 zbs-aurora-monitord 进程进入 D 状态,,P1,Pending,,,,,
,进程挂起（SIGSTOP）,任意一个节点上 zbs-aurora-monitord 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,任意一个节点上 zbs-aurora-monitord 进程进入 Z 状态,,P1,Pending,,,,,
,进程卡死不响应,任意一个节点上 zbs-aurora-monitord 进程卡死不响应,,P1,Pending,,,,,
,服务异常,任意一个节点上 zbs-aurora-monitord 服务发生重启,,P1,Automated,testcases.fault.node.service.fault_service_restart,,,,
,,任意一个节点上 zbs-aurora-monitord 服务处于停止状态，持续 5～60 分钟,systemctl stop zbs-aurora-monitord.service,P1,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,任意一个节点上 zbs-aurora-monitord 服务持续重启，间隔随机时间，持续 5 ～ 60 分钟,,P2,Automated,testcases.fault.node.service.fault_service_outage,,,,
,,双活集群的仲裁节点上 zbs-aurora-monitord 服务处于运行状态,systemctl start zbs-aurora-monitord.service,P3,Plan to Automate,,,,,
,CPU 资源消耗高（随机持续时间）,任意一个节点上 zbs-aurora-monitord 进程的 CPU 资源消耗持续处于高水位,,P1,Pending,,,,,
,内存资源消耗高（随机持续时间）,任意一个节点上 zbs-aurora-monitord 进程的内存资源消耗持续处于高水位,,P1,Pending,,,,,
zbs-ntpd,kill -9,ZBS NTPd Leader 所在的节点上 kill -9 zbs-ntpd 进程,kill -9 <pid>,P1,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 ZBS NTPd Leader 所在的节点上的 zbs-ntpd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,一个 ZBS NTPd Follower 所在的节点上 kill -9 zbs-ntpd 进程,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,,持续 kill -9 一个 ZBS NTPd Follower 所在的节点上的 zbs-ntpd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigkill_process,,,,
,kill -15,ZBS NTPd Leader 所在的节点上 kill -15 zbs-ntpd 进程,kill -15 <pid>,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,Y,,
,,持续 kill -15 ZBS NTPd Leader 所在的节点上的 zbs-ntpd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,一个 ZBS NTPd Follower 所在的节点上 kill -15 zbs-ntpd 进程,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,,持续 kill -15 一个 ZBS NTPd Follower 所在的节点上的 zbs-ntpd 进程，持续 5～60 分钟,,P2,Automated,testcases.fault.node.service.fault_sigterm_process,,,,
,不可中断的睡眠状态（D 状态）,ZBS NTPd Leader 所在的节点上 zbs-ntpd 进程进入 D 状态,,P1,Pending,,,,,
,,一个 ZBS NTPd Follower 所在的节点上 zbs-ntpd 进程进入 D 状态,,P2,Pending,,,,,
,进程挂起（SIGSTOP）,ZBS NTPd Leader 所在的节点上 zbs-ntpd 进程挂起（kill -19）,kill -SIGSTOP <pid>,P1,Automated,testcases.fault.node.service.fault_pause_process,,Y,,
,,一个 ZBS NTPd Follower 所在的节点上 zbs-ntpd 进程挂起（kill -19）,,P2,Automated,testcases.fault.node.service.fault_pause_process,,,,
,僵尸进程（Z 状态）,ZBS NTPd Leader 所在的节点上 zbs-ntpd 进程进入 Z 状态,,P1,Pending,,,,,
,,一个 ZBS NTPd Follower 所在的节点上 zbs-ntpd 进程进入 Z 状态,,P2,Pending,,,,,
